order_id,customer_id,city,category,amount,quantity,payment_method,status,created_at,updated_at
ORD-0004168,CUST-8285,Ha Noi,Beauty,1163.38,4,Bank Transfer,COMPLETED,2026-01-07 10:29:58,2026-01-07 10:29:58
ORD-0004169,CUST-7600,Can Tho,Clothing,1114.56,3,Credit Card,COMPLETED,2026-01-02 21:11:00,2026-01-02 21:11:00
ORD-0004170,CUST-4606,Can Tho,Books,727.58,5,E-Wallet,PENDING,2026-03-18 11:59:12,2026-03-18 11:59:12
ORD-0004171,CUST-4974,Hue,Beauty,446.37,3,Bank Transfer,COMPLETED,2026-05-21 14:49:18,2026-05-21 14:49:18
ORD-0004172,CUST-4436,Ha Noi,Home & Kitchen,216.51,5,E-Wallet,COMPLETED,2026-01-31 21:03:14,2026-01-31 21:03:14
ORD-0004173,CUST-2449,Hue,Sports,702.51,2,COD,COMPLETED,2026-02-05 14:16:28,2026-02-05 14:16:28
ORD-0004174,CUST-6746,Ho Chi Minh,Home & Kitchen,366.27,3,E-Wallet,PENDING,2026-03-19 20:30:03,2026-03-19 20:30:03
ORD-0004175,CUST-5270,Nha Trang,Home & Kitchen,1261.81,2,Bank Transfer,COMPLETED,2026-05-15 03:04:48,2026-05-15 03:04:48
ORD-0004176,CUST-8997,Nha Trang,Electronics,881.62,4,Credit Card,COMPLETED,2026-04-29 09:57:56,2026-04-29 09:57:56
ORD-0004177,CUST-2314,Can Tho,Books,736.58,5,COD,COMPLETED,2026-03-29 18:25:00,2026-03-29 18:25:00
ORD-0004178,CUST-2072,Hai Phong,Clothing,186.68,2,COD,COMPLETED,2026-04-23 23:08:04,2026-04-23 23:08:04
ORD-0004179,CUST-4880,Da Nang,Clothing,1442.56,4,E-Wallet,COMPLETED,2026-01-05 06:09:31,2026-01-05 06:09:31
ORD-0004180,CUST-3011,Hue,Electronics,147.09,5,E-Wallet,COMPLETED,2026-03-04 11:12:09,2026-03-04 11:12:09
ORD-0004181,CUST-5399,Hai Phong,Sports,640.97,4,Bank Transfer,COMPLETED,2026-02-24 11:02:40,2026-02-24 11:02:40
ORD-0004182,CUST-8525,Ha Noi,Home & Kitchen,1057.91,4,E-Wallet,COMPLETED,2026-05-17 03:28:15,2026-05-17 03:28:15
ORD-0004183,CUST-4629,Ha Noi,Clothing,270.24,1,E-Wallet,COMPLETED,2026-04-02 07:55:27,2026-04-02 07:55:27
ORD-0004184,CUST-6891,Da Nang,Beauty,567.81,3,COD,COMPLETED,2026-02-13 06:38:24,2026-02-13 06:38:24
ORD-0004185,CUST-4175,Hue,Home & Kitchen,332.91,1,Bank Transfer,COMPLETED,2026-02-08 04:18:39,2026-02-08 04:18:39
ORD-0004186,CUST-7458,Ho Chi Minh,Electronics,754.38,2,Credit Card,COMPLETED,2026-05-13 02:26:30,2026-05-13 02:26:30
ORD-0004187,CUST-2553,Hue,Electronics,326.34,3,E-Wallet,COMPLETED,2026-05-20 22:31:41,2026-05-20 22:31:41
ORD-0004188,CUST-8602,Hue,Beauty,944.09,5,Bank Transfer,COMPLETED,2026-04-19 21:04:09,2026-04-19 21:04:09
ORD-0004189,CUST-1161,Hue,Clothing,243.55,1,COD,COMPLETED,2026-06-17 07:04:13,2026-06-17 07:04:13
ORD-0004190,CUST-4593,Nha Trang,Home & Kitchen,1396.26,3,Credit Card,COMPLETED,2026-01-04 06:50:54,2026-01-04 06:50:54
ORD-0004191,CUST-8988,Ha Noi,Beauty,90.68,3,Bank Transfer,COMPLETED,2026-04-23 16:42:09,2026-04-23 16:42:09
ORD-0004192,CUST-9606,Can Tho,Beauty,247.42,1,E-Wallet,COMPLETED,2026-02-01 18:03:06,2026-02-01 18:03:06
ORD-0004193,CUST-9174,Can Tho,Electronics,483.83,2,Credit Card,PENDING,2026-02-14 00:05:24,2026-02-14 00:05:24
ORD-0004194,CUST-8559,Nha Trang,Electronics,1342.94,5,Credit Card,COMPLETED,2026-03-22 06:49:07,2026-03-22 06:49:07
ORD-0004195,CUST-6446,Hai Phong,Books,257.76,2,Bank Transfer,COMPLETED,2026-02-13 05:36:43,2026-02-13 05:36:43
ORD-0004196,CUST-3153,Nha Trang,Beauty,665.26,1,E-Wallet,COMPLETED,2026-06-21 01:25:49,2026-06-21 01:25:49
ORD-0004197,CUST-4976,Hai Phong,Electronics,1462.39,3,E-Wallet,COMPLETED,2026-03-29 14:35:47,2026-03-29 14:35:47
ORD-0004198,CUST-6794,Hai Phong,Home & Kitchen,1198.75,3,COD,COMPLETED,2026-02-02 12:51:47,2026-02-02 12:51:47
ORD-0004199,CUST-7235,Can Tho,Beauty,1250.76,1,Bank Transfer,COMPLETED,2026-02-14 15:08:02,2026-02-14 15:08:02
ORD-0004200,CUST-4972,Can Tho,Sports,814.6,5,Credit Card,PENDING,2026-05-28 03:52:25,2026-05-28 03:52:25
ORD-0004201,CUST-3878,Ha Noi,Books,1288.49,5,COD,COMPLETED,2026-05-30 00:55:40,2026-05-30 00:55:40
ORD-0004202,CUST-1380,Can Tho,Home & Kitchen,1306.31,2,E-Wallet,COMPLETED,2026-06-05 15:41:15,2026-06-05 15:41:15
ORD-0004203,CUST-5383,Nha Trang,Sports,248.51,4,Credit Card,PENDING,2026-05-18 06:12:13,2026-05-18 06:12:13
ORD-0004204,CUST-5286,Can Tho,Beauty,1413.35,2,Bank Transfer,COMPLETED,2026-05-16 10:36:00,2026-05-16 10:36:00
ORD-0004205,CUST-6626,Ha Noi,Books,415.59,2,Bank Transfer,COMPLETED,2026-01-09 20:45:44,2026-01-09 20:45:44
ORD-0004206,CUST-5986,Hue,Home & Kitchen,154.78,1,E-Wallet,COMPLETED,2026-04-08 10:55:25,2026-04-08 10:55:25
ORD-0004207,CUST-8277,Hue,Home & Kitchen,295.89,5,COD,COMPLETED,2026-05-31 20:01:53,2026-05-31 20:01:53
ORD-0004208,CUST-3799,Can Tho,Beauty,21.46,5,Bank Transfer,COMPLETED,2026-01-30 16:07:45,2026-01-30 16:07:45
ORD-0004209,CUST-6219,Da Nang,Beauty,764.44,4,E-Wallet,COMPLETED,2026-06-11 12:37:32,2026-06-11 12:37:32
ORD-0004210,CUST-8346,Nha Trang,Home & Kitchen,914.45,3,Bank Transfer,PENDING,2026-03-07 00:36:17,2026-03-07 00:36:17
ORD-0004211,CUST-2804,Ha Noi,Beauty,689.27,3,Credit Card,COMPLETED,2026-06-10 15:37:28,2026-06-10 15:37:28
ORD-0004212,CUST-8724,Ha Noi,Home & Kitchen,451.93,1,Bank Transfer,COMPLETED,2026-06-04 05:16:32,2026-06-04 05:16:32
ORD-0004213,CUST-2198,Nha Trang,Clothing,1026.09,1,COD,COMPLETED,2026-04-06 15:13:27,2026-04-06 15:13:27
ORD-0004214,CUST-4004,Can Tho,Sports,1243.55,1,E-Wallet,COMPLETED,2026-02-01 09:02:12,2026-02-01 09:02:12
ORD-0004215,CUST-2679,Hai Phong,Electronics,1216.69,4,Credit Card,COMPLETED,2026-06-09 23:46:43,2026-06-09 23:46:43
ORD-0004216,CUST-2617,Hue,Books,1112.47,2,E-Wallet,COMPLETED,2026-01-16 17:03:36,2026-01-16 17:03:36
ORD-0004217,CUST-4283,Hue,Home & Kitchen,489.1,3,E-Wallet,COMPLETED,2026-04-28 19:14:19,2026-04-28 19:14:19
ORD-0004218,CUST-5836,Ha Noi,Home & Kitchen,251.31,3,E-Wallet,COMPLETED,2026-05-22 14:19:38,2026-05-22 14:19:38
ORD-0004219,CUST-2053,Ha Noi,Sports,959.22,1,E-Wallet,COMPLETED,2026-02-08 06:12:20,2026-02-08 06:12:20
ORD-0004220,CUST-5284,Ho Chi Minh,Clothing,72.3,4,Credit Card,COMPLETED,2026-04-23 15:54:22,2026-04-23 15:54:22
ORD-0004221,CUST-9419,Hai Phong,Sports,1374.81,4,Bank Transfer,COMPLETED,2026-06-03 01:26:24,2026-06-03 01:26:24
ORD-0004222,CUST-8306,Nha Trang,Books,284.8,2,E-Wallet,COMPLETED,2026-04-27 01:12:04,2026-04-27 01:12:04
ORD-0004223,CUST-6379,Can Tho,Books,1193.97,3,E-Wallet,COMPLETED,2026-02-18 17:48:48,2026-02-18 17:48:48
ORD-0004224,CUST-7650,Hue,Clothing,1217.56,1,Credit Card,COMPLETED,2026-02-02 01:10:29,2026-02-02 01:10:29
ORD-0004225,CUST-8839,Nha Trang,Sports,935.18,2,COD,COMPLETED,2026-01-26 20:16:23,2026-01-26 20:16:23
ORD-0004226,CUST-3580,Can Tho,Electronics,555.18,1,COD,COMPLETED,2026-04-20 09:53:55,2026-04-20 09:53:55
ORD-0004227,CUST-9322,Da Nang,Clothing,353.04,2,Bank Transfer,COMPLETED,2026-06-28 14:33:40,2026-06-28 14:33:40
ORD-0004228,CUST-9735,Can Tho,Home & Kitchen,1224.51,3,E-Wallet,COMPLETED,2026-06-28 15:22:32,2026-06-28 15:22:32
ORD-0004229,CUST-4086,Hai Phong,Sports,616.26,2,E-Wallet,COMPLETED,2026-02-15 12:20:32,2026-02-15 12:20:32
ORD-0004230,CUST-1725,Can Tho,Clothing,560.05,3,Credit Card,COMPLETED,2026-02-18 02:58:44,2026-02-18 02:58:44
ORD-0004231,CUST-8991,Ha Noi,Books,541.38,3,E-Wallet,COMPLETED,2026-03-15 21:03:16,2026-03-15 21:03:16
ORD-0004232,CUST-6726,Ho Chi Minh,Clothing,1358.25,1,Credit Card,COMPLETED,2026-03-12 16:56:32,2026-03-12 16:56:32
ORD-0004233,CUST-2881,Nha Trang,Sports,1415.17,1,COD,COMPLETED,2026-06-26 17:16:09,2026-06-26 17:16:09
ORD-0004234,CUST-2463,Can Tho,Electronics,288.48,3,Credit Card,COMPLETED,2026-01-19 05:26:10,2026-01-19 05:26:10
ORD-0004235,CUST-7092,Ha Noi,Beauty,976.93,1,Credit Card,COMPLETED,2026-06-21 17:00:16,2026-06-21 17:00:16
ORD-0004236,CUST-6425,Ha Noi,Beauty,768.24,4,Bank Transfer,COMPLETED,2026-06-17 23:11:07,2026-06-17 23:11:07
ORD-0004237,CUST-1123,Ha Noi,Beauty,627.63,5,COD,COMPLETED,2026-06-23 05:41:26,2026-06-23 05:41:26
ORD-0004238,CUST-1950,Da Nang,Clothing,1408.17,4,Bank Transfer,COMPLETED,2026-03-16 00:07:44,2026-03-16 00:07:44
ORD-0004239,CUST-9066,Ha Noi,Books,207.81,1,Credit Card,COMPLETED,2026-03-27 12:47:34,2026-03-27 12:47:34
ORD-0004240,CUST-1896,Can Tho,Books,1356.45,5,COD,COMPLETED,2026-01-21 04:50:51,2026-01-21 04:50:51
ORD-0004241,CUST-3402,Can Tho,Beauty,1249.68,3,COD,PENDING,2026-06-21 04:42:47,2026-06-21 04:42:47
ORD-0004242,CUST-8905,Ha Noi,Books,1267.43,2,COD,COMPLETED,2026-01-10 20:31:45,2026-01-10 20:31:45
ORD-0004243,CUST-1848,Can Tho,Beauty,1061.55,5,E-Wallet,COMPLETED,2026-03-14 02:40:57,2026-03-14 02:40:57
ORD-0004244,CUST-4686,Nha Trang,Clothing,1435.34,4,COD,COMPLETED,2026-05-26 19:28:56,2026-05-26 19:28:56
ORD-0004245,CUST-8186,Hue,Electronics,419.61,2,E-Wallet,COMPLETED,2026-01-05 11:31:21,2026-01-05 11:31:21
ORD-0004246,CUST-8286,Can Tho,Clothing,1174.83,4,COD,COMPLETED,2026-02-08 18:50:46,2026-02-08 18:50:46
ORD-0004247,CUST-3483,Ha Noi,Electronics,107.02,2,Bank Transfer,COMPLETED,2026-04-11 08:26:48,2026-04-11 08:26:48
ORD-0004248,CUST-1922,Hue,Beauty,119.53,2,COD,COMPLETED,2026-04-04 14:55:10,2026-04-04 14:55:10
ORD-0004249,CUST-1340,Nha Trang,Electronics,1054.77,2,Bank Transfer,COMPLETED,2026-01-06 16:24:07,2026-01-06 16:24:07
ORD-0004250,CUST-6208,Ho Chi Minh,Home & Kitchen,543.97,1,E-Wallet,COMPLETED,2026-06-17 15:34:14,2026-06-17 15:34:14
ORD-0004251,CUST-3777,Ha Noi,Sports,132.69,5,Credit Card,COMPLETED,2026-03-29 16:21:45,2026-03-29 16:21:45
ORD-0004252,CUST-6141,Nha Trang,Electronics,971.07,4,COD,COMPLETED,2026-02-01 01:01:14,2026-02-01 01:01:14
ORD-0004253,CUST-5152,Hai Phong,Electronics,1062.02,2,Bank Transfer,COMPLETED,2026-02-06 19:05:08,2026-02-06 19:05:08
ORD-0004254,CUST-7453,Nha Trang,Clothing,874.82,3,Credit Card,COMPLETED,2026-04-11 15:49:22,2026-04-11 15:49:22
ORD-0004255,CUST-1017,Ha Noi,Home & Kitchen,818.2,5,COD,COMPLETED,2026-03-06 05:08:32,2026-03-06 05:08:32
ORD-0004256,CUST-8362,Ho Chi Minh,Home & Kitchen,574.64,1,E-Wallet,PENDING,2026-01-23 22:37:23,2026-01-23 22:37:23
ORD-0004257,CUST-5842,Da Nang,Home & Kitchen,257.01,3,E-Wallet,COMPLETED,2026-04-10 15:10:45,2026-04-10 15:10:45
ORD-0004258,CUST-4480,Ho Chi Minh,Electronics,1365.15,1,Credit Card,COMPLETED,2026-03-22 20:48:22,2026-03-22 20:48:22
ORD-0004259,CUST-1919,Hue,Sports,1397.84,5,COD,COMPLETED,2026-01-19 08:00:47,2026-01-19 08:00:47
ORD-0004260,CUST-1859,Nha Trang,Sports,1483.22,3,E-Wallet,COMPLETED,2026-02-28 11:50:20,2026-02-28 11:50:20
ORD-0004261,CUST-8901,Hai Phong,Books,1082.59,3,Bank Transfer,PENDING,2026-03-04 05:12:14,2026-03-04 05:12:14
ORD-0004262,CUST-2343,Da Nang,Home & Kitchen,776.84,1,E-Wallet,COMPLETED,2026-01-09 16:46:23,2026-01-09 16:46:23
ORD-0004263,CUST-9354,Nha Trang,Sports,134.57,4,COD,COMPLETED,2026-02-26 02:18:09,2026-02-26 02:18:09
ORD-0004264,CUST-9407,Can Tho,Clothing,824.04,1,Bank Transfer,COMPLETED,2026-06-06 02:07:12,2026-06-06 02:07:12
ORD-0004265,CUST-9166,Hai Phong,Clothing,810.23,3,Credit Card,COMPLETED,2026-04-10 21:35:56,2026-04-10 21:35:56
ORD-0004266,CUST-8480,Ho Chi Minh,Books,178.44,2,Bank Transfer,COMPLETED,2026-02-11 08:11:51,2026-02-11 08:11:51
ORD-0004267,CUST-6182,Ho Chi Minh,Books,1455.55,5,Bank Transfer,COMPLETED,2026-02-22 12:28:57,2026-02-22 12:28:57
ORD-0004268,CUST-2013,Ha Noi,Sports,1375.87,2,COD,COMPLETED,2026-02-18 10:46:35,2026-02-18 10:46:35
ORD-0004269,CUST-4237,Da Nang,Home & Kitchen,884.92,3,COD,COMPLETED,2026-02-12 19:44:57,2026-02-12 19:44:57
ORD-0004270,CUST-4771,Hue,Clothing,1205.05,3,E-Wallet,COMPLETED,2026-02-09 06:03:05,2026-02-09 06:03:05
ORD-0004271,CUST-8752,Nha Trang,Electronics,185.52,1,E-Wallet,COMPLETED,2026-03-22 22:55:34,2026-03-22 22:55:34
ORD-0004272,CUST-5039,Ha Noi,Electronics,213.62,3,Credit Card,COMPLETED,2026-06-12 21:03:35,2026-06-12 21:03:35
ORD-0004273,CUST-3240,Ha Noi,Beauty,1141.67,3,Credit Card,COMPLETED,2026-06-01 23:47:22,2026-06-01 23:47:22
ORD-0004274,CUST-1190,Ho Chi Minh,Electronics,1297.6,2,Credit Card,COMPLETED,2026-01-22 18:41:48,2026-01-22 18:41:48
ORD-0004275,CUST-3552,Can Tho,Clothing,851.83,4,COD,COMPLETED,2026-01-14 17:39:43,2026-01-14 17:39:43
ORD-0004276,CUST-3607,Hue,Beauty,912.21,2,COD,COMPLETED,2026-06-12 15:58:50,2026-06-12 15:58:50
ORD-0004277,CUST-2988,Hai Phong,Electronics,837.18,1,E-Wallet,COMPLETED,2026-02-12 01:03:27,2026-02-12 01:03:27
ORD-0004278,CUST-9264,Ha Noi,Sports,915.4,2,Credit Card,COMPLETED,2026-04-29 20:20:14,2026-04-29 20:20:14
ORD-0004279,CUST-1309,Ho Chi Minh,Sports,1496.71,5,E-Wallet,COMPLETED,2026-04-17 11:38:00,2026-04-17 11:38:00
ORD-0004280,CUST-7157,Da Nang,Beauty,88.07,5,E-Wallet,COMPLETED,2026-06-08 11:56:05,2026-06-08 11:56:05
ORD-0004281,CUST-7429,Da Nang,Books,981.2,4,E-Wallet,COMPLETED,2026-01-25 09:03:25,2026-01-25 09:03:25
ORD-0004282,CUST-6630,Ha Noi,Home & Kitchen,1275.78,1,COD,COMPLETED,2026-02-10 21:30:53,2026-02-10 21:30:53
ORD-0004283,CUST-2162,Ho Chi Minh,Sports,523.55,1,Credit Card,COMPLETED,2026-03-01 03:00:06,2026-03-01 03:00:06
ORD-0004284,CUST-8828,Nha Trang,Sports,580.54,3,Credit Card,COMPLETED,2026-06-08 17:39:30,2026-06-08 17:39:30
ORD-0004285,CUST-2297,Hai Phong,Beauty,1263.5,1,Credit Card,COMPLETED,2026-01-24 12:52:53,2026-01-24 12:52:53
ORD-0004286,CUST-1914,Da Nang,Clothing,556.5,2,COD,PENDING,2026-01-03 13:22:22,2026-01-03 13:22:22
ORD-0004287,CUST-4388,Hue,Home & Kitchen,126.6,4,COD,COMPLETED,2026-06-26 07:43:50,2026-06-26 07:43:50
ORD-0004288,CUST-9978,Hue,Clothing,306.53,2,COD,COMPLETED,2026-02-26 13:01:43,2026-02-26 13:01:43
ORD-0004289,CUST-4381,Nha Trang,Clothing,174.32,4,E-Wallet,COMPLETED,2026-06-05 00:37:32,2026-06-05 00:37:32
ORD-0004290,CUST-9540,Ha Noi,Sports,1301.64,1,Credit Card,COMPLETED,2026-01-22 04:12:01,2026-01-22 04:12:01
ORD-0004291,CUST-8412,Hue,Beauty,542.37,5,E-Wallet,PENDING,2026-04-13 17:03:54,2026-04-13 17:03:54
ORD-0004292,CUST-7761,Can Tho,Books,688.96,5,Bank Transfer,COMPLETED,2026-01-16 16:43:01,2026-01-16 16:43:01
ORD-0004293,CUST-9132,Ha Noi,Books,1389.03,1,Credit Card,COMPLETED,2026-06-23 06:02:04,2026-06-23 06:02:04
ORD-0004294,CUST-2684,Hai Phong,Clothing,268.09,4,Bank Transfer,COMPLETED,2026-04-23 17:57:02,2026-04-23 17:57:02
ORD-0004295,CUST-1245,Can Tho,Books,827.55,3,Bank Transfer,COMPLETED,2026-03-18 00:34:10,2026-03-18 00:34:10
ORD-0004296,CUST-1618,Can Tho,Books,1363.94,2,Bank Transfer,COMPLETED,2026-06-11 21:27:17,2026-06-11 21:27:17
ORD-0004297,CUST-8867,Can Tho,Sports,1031.06,1,E-Wallet,COMPLETED,2026-01-25 02:35:18,2026-01-25 02:35:18
ORD-0004298,CUST-4599,Ha Noi,Books,602.39,5,Bank Transfer,COMPLETED,2026-01-06 02:53:25,2026-01-06 02:53:25
ORD-0004299,CUST-4486,Hue,Home & Kitchen,1487.82,5,E-Wallet,COMPLETED,2026-03-27 09:48:21,2026-03-27 09:48:21
ORD-0004300,CUST-2742,Da Nang,Home & Kitchen,1444.86,3,E-Wallet,COMPLETED,2026-04-17 10:56:00,2026-04-17 10:56:00
ORD-0004301,CUST-7106,Hue,Clothing,579.89,3,E-Wallet,PENDING,2026-04-11 00:06:29,2026-04-11 00:06:29
ORD-0004302,CUST-3038,Can Tho,Books,883.77,2,COD,COMPLETED,2026-02-27 21:06:26,2026-02-27 21:06:26
ORD-0004303,CUST-9141,Can Tho,Clothing,203.78,5,COD,COMPLETED,2026-02-04 23:43:37,2026-02-04 23:43:37
ORD-0004304,CUST-1851,Da Nang,Electronics,22.87,3,Credit Card,PENDING,2026-04-04 10:20:52,2026-04-04 10:20:52
ORD-0004305,CUST-4599,Can Tho,Beauty,665.47,3,Bank Transfer,COMPLETED,2026-06-15 07:33:01,2026-06-15 07:33:01
ORD-0004306,CUST-2642,Hue,Books,49.0,1,E-Wallet,COMPLETED,2026-04-29 06:52:12,2026-04-29 06:52:12
ORD-0004307,CUST-5224,Ho Chi Minh,Electronics,778.1,1,Bank Transfer,PENDING,2026-04-04 13:41:30,2026-04-04 13:41:30
ORD-0004308,CUST-7114,Hai Phong,Electronics,1282.76,3,Credit Card,COMPLETED,2026-06-15 04:38:24,2026-06-15 04:38:24
ORD-0004309,CUST-2227,Da Nang,Home & Kitchen,11.4,2,Bank Transfer,COMPLETED,2026-01-10 21:50:16,2026-01-10 21:50:16
ORD-0004310,CUST-5609,Ho Chi Minh,Clothing,572.32,5,E-Wallet,COMPLETED,2026-06-04 04:50:46,2026-06-04 04:50:46
ORD-0004311,CUST-4009,Can Tho,Beauty,1332.69,4,E-Wallet,COMPLETED,2026-01-16 19:20:23,2026-01-16 19:20:23
ORD-0004312,CUST-7341,Da Nang,Electronics,443.86,5,Bank Transfer,COMPLETED,2026-06-23 05:11:33,2026-06-23 05:11:33
ORD-0004313,CUST-7575,Hai Phong,Home & Kitchen,151.5,4,COD,COMPLETED,2026-02-24 18:09:53,2026-02-24 18:09:53
ORD-0004314,CUST-5707,Da Nang,Electronics,1055.13,5,E-Wallet,COMPLETED,2026-01-14 12:00:20,2026-01-14 12:00:20
ORD-0004315,CUST-9257,Da Nang,Home & Kitchen,753.94,5,Bank Transfer,COMPLETED,2026-01-21 14:25:45,2026-01-21 14:25:45
ORD-0004316,CUST-1459,Hai Phong,Clothing,1492.06,1,Bank Transfer,COMPLETED,2026-06-26 07:28:24,2026-06-26 07:28:24
ORD-0004317,CUST-3684,Nha Trang,Home & Kitchen,914.55,4,Bank Transfer,COMPLETED,2026-01-04 22:11:39,2026-01-04 22:11:39
ORD-0004318,CUST-6945,Hue,Beauty,394.56,4,COD,COMPLETED,2026-02-09 14:12:35,2026-02-09 14:12:35
ORD-0004319,CUST-2859,Ho Chi Minh,Clothing,510.92,3,E-Wallet,COMPLETED,2026-05-23 22:25:14,2026-05-23 22:25:14
ORD-0004320,CUST-1106,Da Nang,Books,1302.24,5,Credit Card,COMPLETED,2026-02-22 07:53:13,2026-02-22 07:53:13
ORD-0004321,CUST-1676,Nha Trang,Clothing,544.45,5,E-Wallet,COMPLETED,2026-01-09 17:18:55,2026-01-09 17:18:55
ORD-0004322,CUST-2471,Da Nang,Electronics,405.48,1,Bank Transfer,COMPLETED,2026-04-07 17:57:05,2026-04-07 17:57:05
ORD-0004323,CUST-3794,Da Nang,Beauty,1301.58,4,E-Wallet,COMPLETED,2026-03-16 16:40:00,2026-03-16 16:40:00
ORD-0004324,CUST-9349,Can Tho,Clothing,1267.62,1,E-Wallet,COMPLETED,2026-01-13 01:40:56,2026-01-13 01:40:56
ORD-0004325,CUST-3775,Ha Noi,Home & Kitchen,1190.43,3,Credit Card,COMPLETED,2026-05-24 04:04:09,2026-05-24 04:04:09
ORD-0004326,CUST-5526,Hai Phong,Electronics,70.38,5,E-Wallet,COMPLETED,2026-05-12 21:05:48,2026-05-12 21:05:48
ORD-0004327,CUST-5318,Can Tho,Books,541.58,4,COD,COMPLETED,2026-06-16 03:52:32,2026-06-16 03:52:32
ORD-0004328,CUST-6363,Hue,Sports,594.71,5,Bank Transfer,PENDING,2026-04-13 05:07:02,2026-04-13 05:07:02
ORD-0004329,CUST-6882,Hai Phong,Sports,346.6,5,Credit Card,COMPLETED,2026-02-22 13:24:14,2026-02-22 13:24:14
ORD-0004330,CUST-7832,Ho Chi Minh,Home & Kitchen,899.18,3,Bank Transfer,COMPLETED,2026-01-09 11:23:14,2026-01-09 11:23:14
ORD-0004331,CUST-2616,Can Tho,Books,597.26,1,COD,COMPLETED,2026-03-01 17:42:19,2026-03-01 17:42:19
ORD-0004332,CUST-7614,Da Nang,Beauty,1279.66,2,Credit Card,COMPLETED,2026-03-28 22:58:30,2026-03-28 22:58:30
ORD-0004333,CUST-6366,Can Tho,Books,1212.48,4,COD,COMPLETED,2026-01-30 11:44:00,2026-01-30 11:44:00
ORD-0004334,CUST-2765,Da Nang,Clothing,1459.35,4,E-Wallet,COMPLETED,2026-05-05 01:21:36,2026-05-05 01:21:36
ORD-0004335,CUST-7024,Hue,Electronics,509.8,1,COD,COMPLETED,2026-01-06 07:29:47,2026-01-06 07:29:47
ORD-0004336,CUST-5004,Nha Trang,Home & Kitchen,325.74,1,Bank Transfer,COMPLETED,2026-02-20 00:05:21,2026-02-20 00:05:21
ORD-0004337,CUST-8134,Can Tho,Beauty,863.1,1,Credit Card,COMPLETED,2026-01-28 21:36:24,2026-01-28 21:36:24
ORD-0004338,CUST-8442,Da Nang,Home & Kitchen,949.89,3,COD,COMPLETED,2026-06-12 16:54:35,2026-06-12 16:54:35
ORD-0004339,CUST-1087,Nha Trang,Electronics,817.11,2,Credit Card,COMPLETED,2026-06-28 15:57:54,2026-06-28 15:57:54
ORD-0004340,CUST-5980,Ho Chi Minh,Home & Kitchen,1094.13,2,Bank Transfer,COMPLETED,2026-03-08 20:21:43,2026-03-08 20:21:43
ORD-0004341,CUST-1416,Can Tho,Sports,1489.68,2,Credit Card,COMPLETED,2026-02-04 22:56:56,2026-02-04 22:56:56
ORD-0004342,CUST-7186,Can Tho,Home & Kitchen,129.24,3,E-Wallet,COMPLETED,2026-05-24 11:44:53,2026-05-24 11:44:53
ORD-0004343,CUST-7010,Ha Noi,Home & Kitchen,512.28,1,COD,PENDING,2026-01-30 14:16:23,2026-01-30 14:16:23
ORD-0004344,CUST-9224,Can Tho,Beauty,847.48,2,COD,COMPLETED,2026-05-15 02:37:25,2026-05-15 02:37:25
ORD-0004345,CUST-3975,Hue,Electronics,380.96,3,Credit Card,COMPLETED,2026-02-25 00:40:51,2026-02-25 00:40:51
ORD-0004346,CUST-8165,Can Tho,Electronics,1280.77,4,Bank Transfer,COMPLETED,2026-02-03 16:06:28,2026-02-03 16:06:28
ORD-0004347,CUST-2903,Ha Noi,Sports,656.13,4,E-Wallet,COMPLETED,2026-04-05 06:30:18,2026-04-05 06:30:18
ORD-0004348,CUST-3619,Ho Chi Minh,Beauty,1168.72,4,Credit Card,COMPLETED,2026-03-26 23:11:25,2026-03-26 23:11:25
ORD-0004349,CUST-6246,Hai Phong,Beauty,383.37,2,Bank Transfer,COMPLETED,2026-05-31 01:57:54,2026-05-31 01:57:54
ORD-0004350,CUST-5840,Hai Phong,Home & Kitchen,1324.62,5,Credit Card,COMPLETED,2026-03-16 05:55:30,2026-03-16 05:55:30
ORD-0004351,CUST-8064,Hai Phong,Home & Kitchen,1147.86,2,E-Wallet,COMPLETED,2026-05-28 12:49:42,2026-05-28 12:49:42
ORD-0004352,CUST-4155,Ha Noi,Books,972.1,4,COD,COMPLETED,2026-03-10 20:18:44,2026-03-10 20:18:44
ORD-0004353,CUST-5880,Hue,Clothing,1478.87,3,Bank Transfer,COMPLETED,2026-04-10 23:22:11,2026-04-10 23:22:11
ORD-0004354,CUST-9075,Can Tho,Beauty,521.61,5,E-Wallet,COMPLETED,2026-06-07 09:45:03,2026-06-07 09:45:03
ORD-0004355,CUST-8022,Can Tho,Electronics,644.16,1,Credit Card,COMPLETED,2026-04-10 12:51:21,2026-04-10 12:51:21
ORD-0004356,CUST-5700,Hue,Home & Kitchen,1012.85,3,COD,COMPLETED,2026-03-09 23:41:30,2026-03-09 23:41:30
ORD-0004357,CUST-7626,Can Tho,Electronics,1093.37,1,E-Wallet,COMPLETED,2026-01-31 05:34:06,2026-01-31 05:34:06
ORD-0004358,CUST-1623,Nha Trang,Beauty,428.41,3,E-Wallet,COMPLETED,2026-06-03 16:17:18,2026-06-03 16:17:18
ORD-0004359,CUST-3119,Nha Trang,Books,224.02,3,COD,COMPLETED,2026-06-28 13:54:32,2026-06-28 13:54:32
ORD-0004360,CUST-5023,Nha Trang,Electronics,935.12,2,Bank Transfer,COMPLETED,2026-06-25 08:10:09,2026-06-25 08:10:09
